,Index,ETF,Today,1 Month,YTD,1 Year,3 Years,category,subcategory,url,timestamp
0,S&P 500,SPY,1.50%,-6.93%,-19.31%,-11.48%,28.41%,Key Market ETFs,U.S. Equities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
1,DJIA,DIA,1.14%,-5.78%,-14.56%,-10.24%,15.28%,Key Market ETFs,U.S. Equities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
2,NASDAQ 100,QQQ,2.14%,-6.00%,-27.41%,-19.82%,51.16%,Key Market ETFs,U.S. Equities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
3,Mid Cap,MDY,2.13%,-10.21%,-19.68%,-14.80%,16.18%,Key Market ETFs,U.S. Equities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
4,Small Cap,IJR,1.77%,-10.09%,-19.40%,-16.73%,17.22%,Key Market ETFs,U.S. Equities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
5,Micro Cap,IWC,2.60%,-8.54%,-23.85%,-28.61%,13.63%,Key Market ETFs,U.S. Equities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
0,World Equities,ACWI,1.59%,-8.59%,-20.43%,-17.20%,12.84%,Key Market ETFs,Global Equities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
1,Emerging Markets,ADRE,3.72%,-9.05%,-16.59%,-31.70%,-5.68%,Key Market ETFs,Global Equities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
2,World ex-US,SPDW,1.73%,-12.87%,-22.45%,-23.15%,-4.97%,Key Market ETFs,Global Equities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
3,Developed Markets,VEA,1.62%,-12.09%,-21.64%,-22.39%,-4.65%,Key Market ETFs,Global Equities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
4,EAFE,IEFA,1.51%,-12.34%,-22.62%,-22.87%,-6.72%,Key Market ETFs,Global Equities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
0,20+ Year Treasury Bonds,TLT,-0.88%,0.77%,-22.55%,-21.79%,-13.34%,Key Market ETFs,Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
1,Aggregate Bonds - US,BND,-0.28%,-0.42%,-11.06%,-12.56%,-8.95%,Key Market ETFs,Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
2,TIPS - US,TIP,-0.16%,-3.17%,-11.91%,-11.20%,-0.73%,Key Market ETFs,Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
3,High Yield Bonds - US,PHB,1.12%,-3.96%,-12.62%,-13.46%,-10.59%,Key Market ETFs,Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
4,International Govt. Bonds,BWX,0.09%,-4.51%,-19.14%,-22.11%,-20.29%,Key Market ETFs,Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
5,Short Term Corporate,VCSH,0.01%,-0.61%,-5.96%,-7.57%,-4.99%,Key Market ETFs,Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
0,Industrial Metals,DBB,2.24%,-18.69%,-15.77%,-6.53%,22.95%,Key Market ETFs,Commodities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
1,Gold,GLD,0.06%,-5.63%,-5.16%,-3.56%,22.70%,Key Market ETFs,Commodities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
2,Silver,SLV,0.34%,-13.16%,-17.76%,-26.99%,25.82%,Key Market ETFs,Commodities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
3,Platinum,PPLT,1.45%,-16.05%,-10.90%,-21.37%,4.62%,Key Market ETFs,Commodities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
4,Agricultural Commodities,DBA,1.88%,-11.37%,-0.56%,10.15%,18.38%,Key Market ETFs,Commodities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
5,Oil,DBO,3.73%,-17.82%,22.51%,29.18%,64.85%,Key Market ETFs,Commodities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
6,Natural Gas,UNG,12.15%,-40.59%,50.92%,46.58%,-8.85%,Key Market ETFs,Commodities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
7,Corn,CORN,1.56%,-15.09%,10.21%,19.72%,41.56%,Key Market ETFs,Commodities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
8,Soybeans,SOYB,2.42%,-12.85%,8.84%,11.03%,62.15%,Key Market ETFs,Commodities,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
0,US Dollar,UUP,0.03%,4.46%,11.51%,14.83%,8.75%,Key Market ETFs,Currencies,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
1,Chinese Yuan,CYB,0.74%,-0.67%,-3.89%,-7.21%,-0.31%,Key Market ETFs,Currencies,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
2,British Pound,FXB,0.89%,-4.97%,-12.00%,-13.96%,-5.74%,Key Market ETFs,Currencies,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
3,Euro,FXE,-0.21%,-4.83%,-10.91%,-14.72%,-11.81%,Key Market ETFs,Currencies,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
4,Japanese Yen,FXY,-0.16%,-2.93%,-15.45%,-19.04%,-21.50%,Key Market ETFs,Currencies,https://seekingalpha.com/etfs-and-funds/etf-tables/key_markets,2022-07-08
0,Long Term Bonds,SPLB,-0.17%,-2.34%,-23.16%,-24.41%,-15.74%,Bond ETFs,Broad Bond Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
1,Government & Credit Bonds,GBF,-0.28%,-0.43%,-11.46%,-12.51%,-7.46%,Bond ETFs,Broad Bond Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
2,Aggregate Bonds - US,BND,-0.28%,-0.42%,-11.06%,-12.56%,-8.95%,Bond ETFs,Broad Bond Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
3,Intermediate Bonds,SPIB,0.00%,-1.03%,-9.60%,-11.07%,-6.09%,Bond ETFs,Broad Bond Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
4,Short Term Bonds,BSV,-0.07%,-0.29%,-4.94%,-6.51%,-4.26%,Bond ETFs,Broad Bond Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
0,1-30 Year Treasuries,PLW,-0.64%,0.87%,-14.28%,-14.77%,-7.93%,Bond ETFs,U.S. Government Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
1,Long Term Treasurys,SPTL,-0.76%,0.70%,-21.54%,-21.17%,-13.22%,Bond ETFs,U.S. Government Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
2,TIPS - US,TIP,-0.16%,-3.17%,-11.91%,-11.20%,-0.73%,Bond ETFs,U.S. Government Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
3,Medium Term Treasurys,SPTI,-0.37%,0.54%,-7.77%,-9.16%,-3.90%,Bond ETFs,U.S. Government Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
4,T-Bills & Short Term Treasurys,BIL,0.00%,0.00%,0.00%,-0.03%,-0.04%,Bond ETFs,U.S. Government Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
0,U.S. Corporate Bonds - Long Term,IGLB,-0.09%,-2.21%,-23.12%,-24.34%,-16.07%,Bond ETFs,Corporate Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
1,Investment Grade Bonds - Broad,PFIG,-0.44%,-0.92%,-9.98%,-12.81%,-8.96%,Bond ETFs,Corporate Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
2,U.S. Corporate Bonds - Medium Term,IGIB,-0.02%,-1.48%,-13.63%,-15.65%,-9.81%,Bond ETFs,Corporate Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
3,Short Term Investment Grade Bonds,IGSB,0.02%,-0.61%,-6.09%,-7.66%,-4.94%,Bond ETFs,Corporate Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
4,High Yield Bonds - Broad,PHB,1.12%,-3.96%,-12.62%,-13.46%,-10.59%,Bond ETFs,Corporate Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
0,Emerging Market Government Bonds,PCY,0.05%,-8.47%,-29.83%,-32.91%,-36.92%,Bond ETFs,International Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
1,Inflation Protected Int. Govt. Bonds,WIP,0.05%,-8.89%,-19.07%,-22.41%,-21.01%,Bond ETFs,International Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
2,International Govt. Bonds,BWX,0.09%,-4.51%,-19.14%,-22.11%,-20.29%,Bond ETFs,International Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
3,Short Term Int. Govt. Bonds,BWZ,-0.15%,-3.98%,-12.57%,-16.04%,-13.71%,Bond ETFs,International Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
4,International Corporate Bonds,PICB,0.28%,-5.85%,-21.67%,-25.47%,-17.92%,Bond ETFs,International Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
0,California Muni Bonds,CMF,0.14%,-1.17%,-9.11%,-9.55%,-6.48%,Bond ETFs,U.S. Municipal Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
1,National Muni Bonds,TFI,0.00%,-1.15%,-10.59%,-11.40%,-7.64%,Bond ETFs,U.S. Municipal Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
2,National Muni Bonds - Intermediate,ITM,-0.07%,-0.43%,-10.34%,-11.41%,-7.60%,Bond ETFs,U.S. Municipal Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
3,National Muni Bonds - Long Term,MLN,0.67%,-3.24%,-17.13%,-18.22%,-13.42%,Bond ETFs,U.S. Municipal Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
4,National Muni Bonds - Short Term,SHM,-0.06%,0.19%,-3.56%,-4.30%,-2.97%,Bond ETFs,U.S. Municipal Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
5,New York Muni Bonds,NYF,-0.08%,-0.95%,-8.63%,-9.38%,-6.63%,Bond ETFs,U.S. Municipal Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
6,High Yield Muni Bonds,HYD,0.09%,-2.47%,-13.81%,-15.29%,-15.35%,Bond ETFs,U.S. Municipal Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
0,Convertible Bonds,CWB,1.25%,-5.77%,-21.72%,-25.13%,21.54%,Bond ETFs,Other Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
1,Mortgage Bonds,SPMB,-0.17%,-0.35%,-9.89%,-11.60%,-12.44%,Bond ETFs,Other Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
2,Senior Loans,BKLN,0.49%,-4.19%,-7.92%,-8.08%,-10.39%,Bond ETFs,Other Bonds,https://seekingalpha.com/etfs-and-funds/etf-tables/bonds,2022-07-08
0,Australia,EWA,2.10%,-15.92%,-15.55%,-18.72%,-7.95%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
1,France,EWQ,1.09%,-15.27%,-24.79%,-22.23%,-4.63%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
2,Germany,EWG,1.86%,-20.01%,-32.82%,-36.01%,-20.92%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
3,Hong Kong,EWH,1.56%,-3.03%,-6.30%,-18.12%,-17.60%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
4,India,PIN,0.68%,-3.42%,-13.38%,-9.37%,-8.29%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
5,Indonesia,IDX,0.94%,-12.24%,-6.10%,3.10%,-19.34%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
6,Ireland,EIRL,1.33%,-15.46%,-30.74%,-31.92%,-6.38%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
7,Israel,EIS,2.63%,-9.75%,-24.33%,-15.48%,7.20%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
8,Italy,EWI,2.16%,-19.48%,-29.56%,-28.52%,-17.93%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
9,Malaysia,EWM,0.51%,-9.36%,-14.06%,-15.18%,-28.06%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
10,Austria,EWO,1.00%,-22.49%,-33.36%,-29.60%,-15.20%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
11,Mexico,EWW,-0.24%,-9.57%,-9.76%,-4.18%,3.54%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
12,Netherlands,EWN,2.10%,-14.18%,-32.64%,-29.55%,8.81%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
13,Peru,EPU,3.68%,-20.72%,-17.05%,-13.58%,-34.25%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
14,Poland,EPOL,2.24%,-16.88%,-35.47%,-36.94%,-42.32%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
15,Singapore,EWS,1.81%,-6.80%,-17.39%,-25.03%,-28.40%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
16,South Africa,EZA,3.55%,-13.09%,-10.69%,-14.26%,-16.61%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
17,South Korea,EWY,2.41%,-15.50%,-27.42%,-38.78%,-2.21%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
18,Spain,EWP,1.25%,-14.36%,-14.85%,-21.09%,-23.18%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
19,Sweden,EWD,2.04%,-17.94%,-34.53%,-35.10%,-1.53%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
20,Belgium,EWK,0.78%,-11.36%,-21.49%,-23.91%,-10.18%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
21,Switzerland,EWL,0.49%,-7.91%,-21.83%,-15.48%,10.45%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
22,Taiwan,EWT,2.87%,-14.77%,-27.92%,-25.47%,37.21%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
23,Thailand,THD,2.49%,-11.43%,-12.96%,-13.76%,-29.84%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
24,Turkey,TUR,-0.22%,-13.87%,-0.05%,-13.22%,-26.54%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
25,United Kingdom,EWU,1.58%,-11.88%,-12.07%,-11.24%,-10.12%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
26,United States,EUSA,1.86%,-8.35%,-20.05%,-15.63%,18.82%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
27,Vietnam,VNM,2.61%,-12.66%,-35.03%,-32.25%,-15.23%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
28,New Zealand,ENZL,0.82%,-7.24%,-23.40%,-26.67%,-15.76%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
29,Norway,NORW,3.27%,-16.62%,-17.77%,-19.01%,18.30%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
30,Philippines,EPHE,-1.23%,-8.42%,-17.83%,-15.50%,-27.41%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
31,Brazil,EWZ,3.56%,-24.38%,-6.06%,-31.20%,-41.71%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
32,Portugal,PGAL,1.14%,-10.38%,-6.83%,-9.62%,-3.00%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
33,Nigeria,NGE,-0.17%,-7.14%,-5.38%,-28.20%,-39.89%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
34,Qatar,QAT,0.29%,-8.10%,0.29%,8.80%,16.58%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
35,United Arab Emirates,UAE,1.13%,-11.13%,-6.62%,7.79%,12.86%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
36,Greece,GREK,2.39%,-18.55%,-17.66%,-20.28%,-27.04%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
37,Japan,EWJ,1.42%,-8.06%,-21.30%,-22.11%,-4.96%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
38,Saudi Arabia,KSA,1.47%,-11.25%,-0.05%,3.60%,24.04%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
39,Pakistan,PAK,0.40%,-7.85%,-23.55%,-39.57%,-34.01%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
40,Argentina,ARGT,1.73%,-19.32%,-20.61%,-18.87%,-24.61%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
41,Canada,EWC,2.24%,-13.47%,-14.08%,-11.57%,14.02%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
42,Denmark,EDEN,1.14%,-10.54%,-23.47%,-22.59%,36.28%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
43,Finland,EFNL,1.84%,-16.88%,-29.91%,-32.80%,-10.78%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
44,Kuwait,KWT,0.51%,-5.75%,5.85%,12.18%,-,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
45,Chile,ECH,4.13%,-23.39%,0.69%,-15.52%,-42.36%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
46,China,GXC,2.04%,2.70%,-12.54%,-28.51%,-6.04%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
47,Colombia,GXG,0.57%,-30.14%,-15.81%,-15.81%,-38.25%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
48,Egypt,EGPT,0.96%,-12.38%,-37.70%,-31.50%,-44.87%,Country ETFs,Country ETFs and ETNs,https://seekingalpha.com/etfs-and-funds/etf-tables/countries,2022-07-08
0,Australian Dollar,FXA,0.91%,-5.80%,-6.85%,-9.88%,-3.81%,Currency ETFs,Single Currencies vs. USD,https://seekingalpha.com/etfs-and-funds/etf-tables/currencies,2022-07-08
1,Bitcoin,BTF,7.81%,-35.72%,-56.34%,-,-,Currency ETFs,Single Currencies vs. USD,https://seekingalpha.com/etfs-and-funds/etf-tables/currencies,2022-07-08
2,Swiss Franc,FXF,-0.38%,-0.05%,-6.60%,-5.85%,-1.32%,Currency ETFs,Single Currencies vs. USD,https://seekingalpha.com/etfs-and-funds/etf-tables/currencies,2022-07-08
3,British Pound,FXB,0.89%,-4.97%,-12.00%,-13.96%,-5.74%,Currency ETFs,Single Currencies vs. USD,https://seekingalpha.com/etfs-and-funds/etf-tables/currencies,2022-07-08
4,Canadian Dollar,FXC,0.53%,-3.50%,-3.22%,-4.79%,-0.61%,Currency ETFs,Single Currencies vs. USD,https://seekingalpha.com/etfs-and-funds/etf-tables/currencies,2022-07-08
5,"Chinese Renminbi (""Yuan"")",CYB,0.74%,-0.67%,-3.89%,-7.21%,-0.31%,Currency ETFs,Single Currencies vs. USD,https://seekingalpha.com/etfs-and-funds/etf-tables/currencies,2022-07-08
6,Euro,FXE,-0.21%,-4.83%,-10.91%,-14.72%,-11.81%,Currency ETFs,Single Currencies vs. USD,https://seekingalpha.com/etfs-and-funds/etf-tables/currencies,2022-07-08
7,Japanese Yen,FXY,-0.16%,-2.93%,-15.45%,-19.04%,-21.50%,Currency ETFs,Single Currencies vs. USD,https://seekingalpha.com/etfs-and-funds/etf-tables/currencies,2022-07-08
0,Euro - Long,ULE,-0.38%,-9.72%,-21.46%,-28.14%,-25.77%,Currency ETFs,Leveraged,https://seekingalpha.com/etfs-and-funds/etf-tables/currencies,2022-07-08
1,Euro - Short,EUO,0.44%,10.32%,24.44%,34.31%,23.53%,Currency ETFs,Leveraged,https://seekingalpha.com/etfs-and-funds/etf-tables/currencies,2022-07-08
2,Yen - Double Long,YCL,-0.29%,-6.19%,-29.29%,-35.26%,-41.68%,Currency ETFs,Leveraged,https://seekingalpha.com/etfs-and-funds/etf-tables/currencies,2022-07-08
3,Yen - Double Short,YCS,0.07%,5.95%,38.13%,48.29%,-22.98%,Currency ETFs,Leveraged,https://seekingalpha.com/etfs-and-funds/etf-tables/currencies,2022-07-08
